"id","apelido","clube_id","posicao_id"
90336,"Jean",263,2
55348,"Luis Ricardo",263,2
96524,"Victor Lindenberg",263,2
92054,"Alemão",263,2
60852,"Uendel",264,2
42500,"Fagner",264,2
94765,"Léo Principe",264,2
87228,"Guilherme Arana",264,2
62130,"William Matheus",266,2
72097,"Giovanni",266,2
81951,"Igor Julião",266,2
37662,"Jonathan",266,2
88393,"Ayrton ",266,2
71892,"Wellington Silva",266,2
90486,"Alan Fialho",266,2
49674,"Fabrício",275,2
79887,"Fabiano",275,2
89273,"João Pedro ",275,2
42145,"Egídio",275,2
42499,"Bruno",276,2
87486,"Matheus Reis",276,2
88540,"Auro",276,2
95831,"Caíque",276,2
95660,"Felipe Araruna",276,2
38451,"Carlinhos",276,2
77967,"Mena",276,2
87350,"Buffarini",276,2
89343,"Júnior Tavares",276,2
87192,"Zeca",277,2
88225,"Daniel Guedes ",277,2
92094,"Diogo Vitor",277,2
70046,"Victor Ferraz",277,2
89342,"Caju",277,2
60969,"Patric",282,2
61211,"Carlos Cesar",282,2
79826,"Douglas Santos",282,2
38229,"Fábio Santos",282,2
63013,"Marcos Rocha",282,2
96532,"Adson",282,2
70317,"Eron",282,2
84861,"Alex Silva",282,2
80318,"Ezequiel ",283,2
81150,"Mayke",283,2
78632,"Bryan",283,2
79256,"Sánchez Miño",283,2
50362,"Lucas",283,2
62024,"Edimar",283,2
95260,"Vitinho",283,2
90531,"Raul",284,2
94228,"Iago",284,2
50328,"Marcelo Oliveira",284,2
92501,"Lucas Lovat",284,2
92618,"Wesley",284,2
38523,"Edílson",284,2
74075,"Wallace Oliveira",284,2
82639,"Marcelo Hermes",284,2
89275,"William",285,2
72896,"Paulo Cezar",285,2
92661,"Matheus Oliveira",285,2
93835,"Kaike",285,2
37790,"Ceará",285,2
89976,"Geferson",285,2
85591,"Artur",285,2
78868,"Raphinha",285,2
68725,"Diego Renan",287,2
80374,"Norberto ",287,2
80431,"Maicon Silva",287,2
84890,"Euller ",287,2
85882,"Diogo Mateus",287,2
91387,"Sinho",292,2
78445,"Renê",292,2
91001,"Evandro",292,2
73384,"Samuel Xavier",292,2
79553,"Mansur",292,2
93804,"Maicon",292,2
82499,"Christiano ",292,2
51042,"Apodi",292,2
79646,"Bruno Pereirinha",293,2
69177,"Léo",293,2
50645,"Eduardo",293,2
86764,"Sidcley",293,2
68821,"Rafael Galhardo",293,2
90587,"Cascardo",293,2
96591,"Renan Lodi",293,2
77895,"Emerson Conceição",294,2
63194,"Carlinhos",294,2
94985,"Dodô",294,2
72932,"César Benítez",294,2
86820,"Reginaldo ",294,2
95291,"Eduardo",294,2
68808,"Nino Paraíba",303,2
86411,"Breno Lopes",303,2
78850,"Reinaldo",303,2
84917,"Jeferson",303,2
96870,"Emerson",303,2
83760,"Caramelo",315,2
87482,"Gimenez",315,2
74074,"Claudio Winck",315,2
69782,"Dener Assunção",315,2
63110,"Alan Ruschel",315,2
90777,"Caixinha",315,2
72334,"Ayrton",316,2
77529,"Leandro Silva",316,2
90679,"Marlon",316,2
94013,"Guilherme Morassi",316,2
89977,"Bruno Santos",316,2
87213,"Pará",316,2
80552,"Marquinhos Pedroso",316,2
97133,"Dudu",316,2
60794,"Pablo",327,2
42236,"Bruno Teles",327,2
93884,"Danylo Fernandes",327,2
52674,"Gilson",327,2
39152,"Jonas",327,2
61238,"Hélder",327,2
84382,"Danilo Barcelos",327,2
73854,"Éder Lima",327,2
92692,"Michel",327,2
97431,"Diego",327,2
37701,"Léo Moura",344,2
71885,"Tiago Costa",344,2
87399,"Mário Sérgio",344,2
68904,"Vítor",344,2
95624,"Ortega",344,2
82775,"Lucas Ramon ",344,2
73344,"Renatinho",344,2
71116,"Roberto",344,2
86779,"Allan ",344,2
97233,"Eduardo Silva",344,2
73421,"Rafael Vaz",262,3
36540,"Juan",262,3
90320,"Igor",262,3
94214,"Léo Duarte",262,3
92500,"Rafael Dumas",262,3
81923,"Donatti",262,3
52253,"Réver",262,3
82403,"César Martins",262,3
89493,"Igor Rabello",263,3
72037,"Renan Fonseca",263,3
95638,"Marcelo",263,3
86972,"Emerson Santos",263,3
51299,"Emerson Silva",263,3
93414,"Joel Carli",263,3
71122,"Matheus Menezes",263,3
87887,"Balbuena",264,3
77500,"Yago",264,3
95820,"Léo Santos",264,3
50439,"Vilson",264,3
73375,"Felipe",264,3
87225,"Pedro Henrique",264,3
68887,"Gum",266,3
68827,"Renato Chaves",266,3
91815,"Ygor Nogueira",266,3
80538,"Marlon Santos",266,3
50856,"Henrique",266,3
83615,"Thiago Martins",275,3
37657,"Edu Dracena",275,3
72605,"Vitor Hugo",275,3
51415,"Roger Carvalho",275,3
85241,"Yerry Mina",275,3
93378,"Augusto",275,3
88368,"Gabriel Dias",275,3
38062,"Lugano",276,3
71603,"Luiz Eduardo",276,3
73800,"Rodrigo Caio",276,3
95662,"Lucas Kal",276,3
71227,"Maicon",276,3
92087,"Lyanco",276,3
89226,"Iago Maidana",276,3
50408,"Breno",276,3
84554,"Lucão",276,3
63128,"Douglas",276,3
50317,"David Braz",277,3
88224,"Paulo Ricardo",277,3
79035,"Luiz Felipe",277,3
78248,"Gustavo Henrique",277,3
95837,"Fabián Noguera",277,3
93368,"Lucas Veríssimo",277,3
38061,"Edcarlos",282,3
91156,"Jesiel",282,3
81223,"Erazo",282,3
95794,"Nathan",282,3
79042,"Tiago ",282,3
69042,"Ronaldo",282,3
68925,"Leonardo Silva",282,3
87393,"Gabriel",282,3
91251,"Tonhão",283,3
69014,"Manoel",283,3
60819,"Dedé",283,3
90768,"Fabrício Bruno",283,3
92291,"Bruno Viana",283,3
50459,"Léo",283,3
51705,"Bruno Rodrigo",283,3
72490,"Fred",284,3
72491,"Bressan",284,3
71572,"Gabriel",284,3
80853,"Pedro Geromel",284,3
68958,"Wallace Reis ",284,3
83048,"Rafael Thyere",284,3
95832,"Marcão",284,3
92662,"Denilson",284,3
86745,"Lucas Rex",284,3
87342,"Kannemann",284,3
63172,"Paulão",285,3
95829,"Rak",285,3
49651,"Ernando",285,3
50462,"Leandro Almeida",285,3
91946,"Eriks",285,3
82613,"Alan Costa",285,3
86970,"Eduardo",285,3
82626,"Thales ",285,3
86861,"Vinicius",287,3
88087,"Ramon",287,3
81543,"Josué",287,3
70111,"Guilherme Mattis",287,3
51792,"Kanu",287,3
63000,"Victor Ramos",287,3
38365,"Henrique",287,3
91359,"Bruno",287,3
38100,"Durval",292,3
68950,"Ronaldo Alves",292,3
78422,"Oswaldo",292,3
71593,"Henrique Mattos",292,3
91664,"Adryelson",292,3
90764,"Luis Gustavo",292,3
38632,"Matheus Ferraz",292,3
81241,"Oswaldo Henríquez",292,3
73544,"Jorge Fellipe",293,3
77773,"Vilches",293,3
86143,"Wanderson",293,3
80281,"Cleberson",293,3
83528,"Léo Pereira",293,3
37604,"Paulo André",293,3
38394,"Thiago Heleno",293,3
87267,"Marcão",293,3
91866,"Zé Ivaldo",293,3
79334,"Ricardo Silva",293,3
37623,"Rafael Marques",294,3
79276,"Nery Bareiro",294,3
73991,"Walisson Maia",294,3
92182,"Juninho",294,3
73465,"Luccas Claro",294,3
96349,"Geovane",294,3
97443,"Romercio",294,3
97448,"Thalisson Kelven",294,3
78407,"Douglas Grolli",303,3
50427,"Kadu",303,3
51495,"Tiago Alves",303,3
38425,"Fábio Ferreira",303,3
79702,"Antonio Carlos ",303,3
97436,"Handerson",303,3
68723,"Demerson",315,3
77868,"Filipe Machado",315,3
50393,"Thiego",315,3
69008,"Neto",315,3
94003,"Scalon",315,3
50361,"Rafael Lima",315,3
78895,"Marcelo",315,3
87201,"Igor ",315,3
71634,"Jaime",316,3
91920,"Henrique Trevisan",316,3
62974,"Werley",316,3
62971,"Nirley",316,3
73620,"Bruno Alves",316,3
38515,"Marquinhos",316,3
88387,"Sueliton",327,3
87402,"Messias",327,3
93883,"Roger",327,3
51702,"Alison",327,3
51549,"Adalberto",327,3
82740,"Artur",327,3
51707,"Cardoso",327,3
97432,"Victor Henrique",327,3
36591,"Leonardo",344,3
68907,"Wellington",344,3
74014,"Alemão",344,3
90942,"Walter Guimarães",344,3
95623,"Lucão",344,3
84847,"Luan Peres ",344,3
42247,"Danny Morais",344,3
83786,"Neris",344,3
50301,"Everton",262,4
68685,"Alan Patrick",262,4
74083,"Adryan ",262,4
71066,"Mancuello",262,4
73918,"Canteros",262,4
71709,"Cuéllar",262,4
94930,"Lucas Paquetá",262,4
92631,"Trindade",262,4
73515,"Gabriel",262,4
38311,"Márcio Araújo",262,4
78478,"Willian Arão",262,4
70173,"Ederson",262,4
92981,"Ronaldo",262,4
38909,"Diego",262,4
68698,"Bruno Silva",263,4
93697,"Gervasio Núñez",263,4
89885,"Leandrinho",263,4
84324,"Octávio",263,4
72362,"Rodrigo Lindoso",263,4
71032,"Lucas Zen",263,4
61985,"Airton",263,4
38928,"Dudu Cearense",263,4
90399,"Fernandes",263,4
91222,"Dierson",263,4
94067,"Matheus Fernandes",263,4
62009,"Camilo",263,4
80224,"Lizio",263,4
82474,"Gegê",263,4
82584,"Marquinho",263,4
95798,"Gustavo Machado",263,4
88125,"Yuri",263,4
97352,"Pachu",263,4
50294,"Guilherme",264,4
68770,"Camacho",264,4
91714,"Marciel",264,4
80944,"Marlone",264,4
70944,"Bruno Henrique",264,4
78765,"Alan Mineiro",264,4
37608,"Cristian",264,4
61033,"Rodriguinho",264,4
90370,"Matheus Pereira",264,4
54395,"Elias",264,4
54424,"Willians",264,4
68938,"Giovanni Augusto",264,4
68954,"Marquinhos Gabriel",264,4
38067,"Danilo",264,4
89150,"Jean",264,4
96832,"Rodrigo Figueiredo",264,4
88030,"Warian Santos ",264,4
97315,"Guilherme Mantuan",264,4
94336,"Mateus",266,4
50407,"Marquinho",266,4
92497,"Douglas",266,4
87999,"Gustavo Scarpa",266,4
37688,"Cícero",266,4
90311,"Bryan Olivera",266,4
85121,"Robert ",266,4
80370,"Edson",266,4
80399,"Higor Leite",266,4
73511,"Dudu",266,4
73513,"Maranhão",266,4
73353,"Eduardo",266,4
38440,"Pierre",266,4
89256,"Gerson",266,4
93790,"Marlon Freitas",266,4
93791,"Danielzinho",266,4
95950,"Claudio Aquino",266,4
63158,"Moisés",275,4
78605,"Gabriel",275,4
37718,"Arouca",275,4
36612,"Zé Roberto",275,4
89285,"Matheus Sales",275,4
86935,"Rodrigo",275,4
78855,"Thiago Santos",275,4
62047,"Jean",275,4
38530,"Cleiton Xavier",275,4
86686,"Tchê Tchê",275,4
84585,"Allione",275,4
95770,"Vitinho",275,4
95659,"Artur",276,4
71123,"Thiago Mendes",276,4
37607,"Michel Bastos",276,4
77777,"João Schmidt ",276,4
95637,"Banguelê",276,4
94931,"Lucas Fernandes",276,4
50324,"Hudson",276,4
50421,"Wesley",276,4
62977,"Ganso",276,4
62129,"Wellington",276,4
85629,"Daniel",276,4
82627,"Luiz Araújo",276,4
70958,"Jean Carlos",276,4
89637,"Thiago Maia",277,4
90566,"Rafael Longuine",277,4
90569,"Yuri",277,4
87552,"Vitor Bueno",277,4
68745,"Vecchio",277,4
78548,"Jean Mota",277,4
37917,"Elano",277,4
78235,"Leandrinho",277,4
70986,"Léo Cittadini",277,4
88597,"Lucas Crispim",277,4
95466,"Igor",277,4
95619,"Rafael Oller",277,4
95620,"Bruno Leonardo",277,4
95621,"Danilo",277,4
94045,"Diego Gomes",277,4
95464,"Gregore",277,4
73974,"Alison",277,4
38908,"Renato",277,4
71055,"Pato Rodríguez",277,4
50417,"Valencia",277,4
81148,"Ronaldo Mendes",277,4
80583,"Lucas Lima",277,4
92841,"Fernando Medeiros",277,4
93376,"Wesley Souza",277,4
96328,"Matheus Oliveira",277,4
37851,"Maicosuel",282,4
97349,"Daniel",282,4
71829,"Júnior Urso ",282,4
69240,"Dátolo",282,4
95022,"Thalis ",282,4
50369,"Carlos Eduardo",282,4
60784,"Rafael Carioca",282,4
89693,"Leonan",282,4
51318,"Leandro Donizete",282,4
81682,"Cazares",282,4
84851,"Lucas Cândido",282,4
84926,"Yago",282,4
83004,"Otero",282,4
96433,"Ralph",282,4
87158,"Cícero",282,4
97324,"Matheus Roldan",282,4
90535,"Alex",283,4
87860,"Federico Gino",283,4
87863,"Arrascaeta",283,4
89924,"Bruno Ramires",283,4
81776,"Bruno Nazário",283,4
37694,"Henrique",283,4
74140,"Élber",283,4
38421,"Rafinha",283,4
80363,"Ariel Cabral",283,4
62104,"Robinho",283,4
86797,"Raniel",283,4
73721,"Marcos Vinícius",283,4
84558,"Lucas Romero",283,4
38064,"Denilson",283,4
90335,"Jeferson Negueba",284,4
90532,"Arthur",284,4
88479,"Walace",284,4
78715,"Ramiro",284,4
38196,"Maicon",284,4
90334,"Araújo",284,4
92574,"Kaio",284,4
38738,"Douglas",284,4
51548,"Giuliano",284,4
90290,"Jailson",284,4
90303,"Lincoln",284,4
89227,"Balbino",284,4
93152,"Tontini",284,4
82567,"Moisés",284,4
96340,"Lima",284,4
86754,"Guilherme Amorim",284,4
38219,"Alex",285,4
90481,"Alisson Farias",285,4
85465,"Alex Santana",285,4
91916,"Silas",285,4
81091,"Jair",285,4
78865,"Rodrigo Dourado",285,4
68910,"Anselmo",285,4
70742,"Seijas",285,4
80393,"Fabinho",285,4
60788,"Marquinhos",285,4
94722,"Yan Petter",285,4
91917,"Silva",285,4
78994,"Eduardo Henrique",285,4
85423,"Valdívia",285,4
38573,"Nilton",285,4
38852,"Anderson",285,4
42213,"Fernando Bob",285,4
89930,"Andrigo",285,4
89815,"Gustavo Ferrareis",285,4
78530,"Matheus Bertotto",285,4
96342,"Charles",285,4
91102,"Flávio",287,4
88002,"Serginho",287,4
72071,"Amaral",287,4
70058,"Tiago Real",287,4
90309,"David",287,4
85400,"Marcelo",287,4
39144,"Leandro Domingues",287,4
63058,"Willian Farias",287,4
91950,"Gabriel",287,4
91100,"Alípio",287,4
86859,"José Welison",287,4
93146,"Yan",287,4
72871,"Cárdenas",287,4
89466,"Horácio",292,4
87742,"Neto Moura",292,4
68834,"Rithely",292,4
72717,"Clayton",292,4
74060,"Luiz Antonio ",292,4
68911,"Diego Souza",292,4
69343,"Mark González",292,4
94445,"Juninho",292,4
95539,"Fabrício",292,4
50454,"Serginho",292,4
38579,"Rodrigo Mancha",292,4
86519,"Everton Felipe",292,4
85040,"Gabriel Xavier",292,4
85149,"Ronaldo",292,4
93282,"Fábio",292,4
69047,"Paulo Roberto",292,4
96633,"Pablo",292,4
69018,"Deivid",293,4
71162,"Vinícius",293,4
74078,"Hernani ",293,4
86766,"Matheus Rossetto",293,4
69705,"Nikão",293,4
91687,"João Pedro",293,4
86765,"Bruno Mota",293,4
92085,"Giovanny ",293,4
95127,"Nicolas",293,4
85984,"Barrientos",293,4
83266,"Marcos Guilherme ",293,4
82463,"Otávio",293,4
94924,"Íkaro",293,4
85069,"Renan Paulino",293,4
71479,"Lucho González",293,4
96788,"Victor Feitosa",293,4
37792,"Edinho",294,4
95855,"Kady",294,4
68697,"Bernardo",294,4
78464,"Fábio Braga",294,4
71040,"Felipe Amorim",294,4
74210,"César González",294,4
37705,"Juan",294,4
72943,"Luís Cáceres",294,4
70132,"Alan Santos",294,4
94509,"Raphael Veiga",294,4
86588,"Ícaro",294,4
92225,"Thiago Lopes",294,4
56102,"João Paulo",294,4
42232,"Amaral",294,4
82939,"Ruy",294,4
96055,"Yan",294,4
97444,"Julio Rusch",294,4
97449,"Carvalho",294,4
97451,"Talysson Lalau",294,4
37837,"Cristian",303,4
50295,"Felipe Menezes",303,4
38021,"Wendel",303,4
68987,"João Vitor",303,4
95663,"Vinícius",303,4
73281,"Renê Júnior",303,4
71719,"Elton",303,4
94154,"Maycon",303,4
92193,"Ravanelli",303,4
95337,"Léo Cereja",303,4
95335,"Matheus Jesus",303,4
71844,"Thiago Galhardo",303,4
83817,"Clayson",303,4
85586,"Jonas",303,4
79193,"Abuda",303,4
90037,"João Guima",303,4
92762,"Erick",303,4
97437,"Marquinhos",303,4
70759,"Martinuccio",315,4
78500,"Sérgio Manoel",315,4
90634,"Lucas Mineiro",315,4
68881,"Rodrigo Andrade",315,4
94288,"Lima",315,4
78991,"Moisés",315,4
38032,"Cleber Santana",315,4
68962,"Arthur Maia",315,4
94004,"Andrei",315,4
63014,"Gil",315,4
85931,"Hyoran",315,4
82703,"Matheus Biteco",315,4
68951,"Josimar",315,4
51476,"Rafael Bastos",315,4
79892,"Nenén",315,4
50313,"Elicarlos",316,4
37652,"Carlos Alberto",316,4
87747,"Yago",316,4
81950,"Jefferson",316,4
71707,"Michael Ortega",316,4
80330,"Jocinei",316,4
70162,"Jackson Caucaia",316,4
92145,"Hyago",316,4
95622,"Marcus Vinicius",316,4
71778,"Bady",316,4
83688,"Luan",316,4
84887,"Dener",316,4
80576,"Renato",316,4
84927,"Dodô",316,4
82128,"Ferrugem",316,4
90703,"Matheusinho",316,4
71656,"Diego Torres ",316,4
73347,"Elvis",316,4
74017,"Josa",316,4
97342,"João Pedro",316,4
81898,"Osman",327,4
69033,"Tony",327,4
90635,"Guilherme Xavier",327,4
90637,"Renato Bruno",327,4
73863,"Claudinei",327,4
68956,"Ernandes",327,4
93885,"Maktom",327,4
93886,"Matheusinho",327,4
38822,"Leandro Guerreiro",327,4
91928,"Christian Sávio",327,4
82381,"Juninho",327,4
87361,"Eisner Loboa",327,4
95997,"Diego Lopes",327,4
97317,"Zé Ricardo",327,4
97350,"Emiliano",327,4
87291,"Danilo Pires",344,4
38763,"Marcinho",344,4
88129,"Lucas Gomes",344,4
80129,"Jadson",344,4
49737,"Fernando Gabriel",344,4
72168,"João Paulo",344,4
72007,"Uillian Correia",344,4
79077,"Daniel Costa",344,4
70057,"Lelê",344,4
83434,"Pedrinho",344,4
92518,"Marcílio",344,4
95626,"Matheus",344,4
89640,"Williams",344,4
60791,"Derley",344,4
95625,"Cleber",344,4
68924,"Leandrinho",344,4
86527,"Wellington Cézar",344,4
80171,"Dedé",344,4
93567,"Pisano",344,4
92850,"Alex Bolaño",344,4
90872,"Wagner",344,4
97460,"João Victor",344,4
68953,"Leandro Damião",262,5
68744,"Emerson",262,5
68758,"Fernandinho",262,5
75295,"Paolo Guerrero",262,5
94138,"Felipe Vizeu",262,5
91264,"Matheus Sávio",262,5
69022,"Marcelo Cirino",262,5
93151,"Thiago Santos",262,5
68900,"Geovane Maranhão",263,5
88651,"Vinícius Tanque",263,5
77772,"Canales",263,5
79578,"Sassá",263,5
94068,"Ribamar",263,5
92128,"Luis Henrique",263,5
68901,"Rodrigo Pimpão",263,5
50413,"Anderson Aquino",263,5
83772,"Neilton",263,5
84592,"Salgueiro",263,5
68690,"André",264,5
68918,"Bruno Paulo",264,5
88140,"Isaac",264,5
88323,"Ángel Romero",264,5
61149,"Lucca",264,5
92630,"Claudinho",264,5
80287,"Luciano",264,5
49675,"Alexandre Pato",264,5
73635,"Rildo",264,5
86932,"Gustavo",264,5
92191,"Léo Jabá",264,5
96831,"Carlinhos",264,5
38617,"Danilinho",266,5
92290,"Matheus Pato",266,5
36650,"Magno Alves",266,5
94583,"Pedro",266,5
92081,"Richarlison ",266,5
81905,"Henrique Dourado",266,5
80188,"Marcos Junior",266,5
73806,"Samuel ",266,5
42222,"Osvaldo",266,5
68895,"Wellington",266,5
95937,"Alexis Rojas",266,5
89154,"Gabriel Jesus",275,5
95799,"Artur",275,5
87420,"Cristaldo",275,5
89898,"Róger Guedes",275,5
37673,"Alecsandro",275,5
68920,"Dudu",275,5
69282,"Lucas Barrios",275,5
92623,"Kauê",275,5
78968,"Leandro Pereira",275,5
38957,"Rafael Marques",275,5
84848,"Erik",275,5
97445,"Matheus Iacovelli",275,5
61188,"Gilberto",276,5
89840,"Calleri",276,5
88269,"Centurión",276,5
82411,"Cueva",276,5
95661,"Pedro",276,5
50347,"Alan Kardec",276,5
53148,"Ytalo",276,5
92663,"Murilo",276,5
85297,"Wilder",276,5
71549,"Kelvin",276,5
89839,"Andres Chavez",276,5
84817,"Robson",276,5
96558,"David Neres",276,5
72382,"Marquinhos",277,5
83257,"Gabriel",277,5
90651,"Rodrigão",277,5
94649,"Maxi Rolón",277,5
95465,"Matheus Nolasco",277,5
77959,"Copete",277,5
38910,"Ricardo Oliveira",277,5
78578,"Paulinho",277,5
82787,"Joel",277,5
86323,"Walterson",277,5
96966,"Arthur Gomes",277,5
38162,"Fred",282,5
63219,"Luan",282,5
38246,"Robinho",282,5
81770,"Clayton",282,5
95779,"João Figueiredo",282,5
94894,"Capixaba",282,5
95023,"Luis Guilherme",282,5
95651,"Filipinho",282,5
73649,"Lucas Pratto",282,5
70987,"Pablo Diogo",282,5
85027,"Carlos",282,5
82758,"Hyuri",282,5
91094,"Ábila",283,5
95560,"Joanderson",283,5
89190,"Judivan ",283,5
81845,"Alisson",283,5
89444,"Hugo Ragelli",283,5
37798,"Rafael Sobis",283,5
83189,"Riascos",283,5
42116,"Willian",283,5
87391,"Allano",283,5
82469,"Douglas Coutinho ",283,5
38139,"Bobô",284,5
68773,"Henrique Almeida",284,5
78371,"Miller Bolaños",284,5
70929,"Negueba",284,5
94207,"Guilherme",284,5
90302,"Pedro Rocha",284,5
92504,"Batista",284,5
92617,"Léo Tilica",284,5
86759,"Luan",284,5
86757,"Everton",284,5
83028,"Braian Rodríguez",284,5
95978,"Ty Sandows",284,5
72389,"Mike",285,5
80080,"Brenner",285,5
78435,"Vitinho",285,5
85930,"Aylon",285,5
61999,"Ariel",285,5
92764,"Bruno Baio",285,5
70360,"Eduardo Sasha",285,5
86620,"Rivaldinho",285,5
85596,"Gustavo Ramos",285,5
84709,"Nico López",285,5
80280,"Taiberson",285,5
90540,"Diego",285,5
79170,"Rodrigo Ramallo",287,5
37613,"Dagoberto",287,5
89676,"Nickson",287,5
70928,"William Henrique",287,5
71117,"Vander",287,5
68930,"Kieza",287,5
68952,"Marinho",287,5
92614,"Rafaelson",287,5
38960,"Zé Eduardo",287,5
91003,"Alison",292,5
68779,"Johnathan Goiano",292,5
95693,"Rodney Wallace",292,5
94144,"Thallyson",292,5
95180,"Índio",292,5
95181,"Vinícius Bala",292,5
82767,"Vinícius Araújo",292,5
73540,"Rogério",292,5
54797,"Túlio de Melo",292,5
55519,"Edmílson",292,5
92078,"Wallace",292,5
93746,"Lenis",292,5
72886,"Luis Ruiz",292,5
90406,"Crysan",293,5
68893,"André Lima",293,5
90307,"Juninho",293,5
83335,"Anderson Lopes",293,5
60834,"Luan",293,5
69138,"Pablo",293,5
95126,"Yago",293,5
62128,"Walter",293,5
86842,"Ewandro",293,5
92811,"Bruno Rodrigues",293,5
96076,"Luciano Cabral",293,5
90899,"Lucas Fernandes",293,5
86189,"Mosquito",293,5
38356,"Jussiê",293,5
84190,"Guilherme Schettine",293,5
68807,"Neto Berola",294,5
92192,"Evandro",294,5
88417,"Iago",294,5
95315,"Índio",294,5
91519,"Kazim",294,5
83438,"Guilherme Parede",294,5
73085,"Leandro",294,5
68917,"Vinicius",294,5
40179,"Kleber",294,5
71694,"Jorge Ortega",294,5
97450,"Gustavo Mosquito",294,5
70874,"Rhayner",303,5
60825,"Felipe Azevedo",303,5
77809,"William Pottker",303,5
83255,"Giva",303,5
38279,"Wellington Paulista",303,5
38287,"Roger",303,5
80076,"Zé Roberto",303,5
97438,"Lyncon",303,5
93566,"Martín Alaníz",315,5
94286,"Perotti",315,5
94249,"Lourency",315,5
61135,"Ananias",315,5
84290,"Ailton Canela",315,5
91743,"Wesley Natã",315,5
90265,"Tiaguinho",315,5
71799,"Silvinho",315,5
62056,"Kempes",315,5
51683,"Bruno Rangel",315,5
84684,"Lucas Gomes",315,5
80403,"Maurides",316,5
78967,"Dudu",316,5
37655,"Rafael Moura",316,5
50326,"Everton Santos",316,5
71769,"Guilherme Queiroz",316,5
63133,"Elias",316,5
53669,"Lins",316,5
95841,"Matheus Henrique",316,5
82952,"Ermel",316,5
86725,"Rafael Silva",316,5
82570,"Gabriel Esteves",316,5
96201,"Marcus Índio",316,5
89101,"Sávio",327,5
72099,"Wiliam Barbio",327,5
80913,"Nixon",327,5
94933,"Vitinho",327,5
37941,"Borges",327,5
37894,"Danilo Dias",327,5
62119,"Tiago Luis",327,5
70165,"Maranhão",327,5
79954,"Romário",327,5
82653,"Victor Rangel",327,5
80537,"Michael",327,5
70018,"Nilson",327,5
91649,"Pilar",327,5
97433,"Guilherme  ",327,5
93733,"Ítalo Borges",344,5
78117,"Everaldo",344,5
80337,"Arthur ",344,5
71915,"Bruno Moraes",344,5
79947,"Marion",344,5
38230,"Grafite",344,5
